ionosphere.data,76.499,0.8203
ionosphere.data,77.248,0.8802
ionosphere.data,78.004,0.8229
ionosphere.data,70.572,0.8606
ionosphere.data,75.305,0.8546
ionosphere.data,71.371,0.8404
ionosphere.data,77.088,0.8039
ionosphere.data,68.524,0.8433
ionosphere.data,70.407,0.8602
ionosphere.data,69.589,0.8494
glass.data,13.592,0.6497
glass.data,12.638,0.5515
glass.data,12.494,0.584
glass.data,12.351,0.6167
glass.data,12.498,0.5556
glass.data,12.192,0.5991
glass.data,12.387,0.5972
glass.data,12.321,0.6448
glass.data,12.293,0.5907
glass.data,12.457,0.6404
breastCancer.csv,146.6,0.9585
breastCancer.csv,136.816,0.9614
breastCancer.csv,151.022,0.9613
breastCancer.csv,138.052,0.9629
breastCancer.csv,140.431,0.9571
breastCancer.csv,135.103,0.9598
breastCancer.csv,137.505,0.953
breastCancer.csv,139.523,0.9643
breastCancer.csv,148.563,0.9627
breastCancer.csv,153.295,0.9585
wine.data,9.628,0.9156
wine.data,9.474,0.9493
wine.data,9.527,0.9277
wine.data,9.645,0.96
wine.data,9.583,0.9653
wine.data,9.542,0.9669
wine.data,9.327,0.949
wine.data,9.607,0.9725
wine.data,9.254,0.9502
wine.data,9.425,0.9666
bupa.data,25.567,0.6032
bupa.data,25.925,0.6583
bupa.data,25.228,0.5733
bupa.data,25.822,0.6229
bupa.data,25.557,0.6495
bupa.data,25.87,0.6225
bupa.data,25.335,0.6465
bupa.data,25.558,0.6175
bupa.data,25.242,0.6288
bupa.data,25.241,0.5938
sonar.all-data.txt,36.579,0.7019
sonar.all-data.txt,34.686,0.7291
sonar.all-data.txt,33.136,0.7308
sonar.all-data.txt,32.792,0.7383
sonar.all-data.txt,33.775,0.7213
sonar.all-data.txt,33.619,0.7455
sonar.all-data.txt,33.859,0.6822
sonar.all-data.txt,33.255,0.7383
sonar.all-data.txt,35.128,0.6844
sonar.all-data.txt,34.348,0.6748
diabetes.csv,148.96,0.7123
diabetes.csv,151.181,0.7383
diabetes.csv,150.569,0.695
diabetes.csv,152.421,0.719
diabetes.csv,151.09,0.7172
diabetes.csv,147.979,0.7318
diabetes.csv,148.444,0.7386
diabetes.csv,149.569,0.7149
diabetes.csv,150.379,0.7241
diabetes.csv,149.582,0.7174
heart.dat,22.059,0.7667
heart.dat,21.863,0.7741
heart.dat,21.591,0.8111
heart.dat,22.041,0.7778
heart.dat,21.857,0.7704
heart.dat,22.483,0.7778
heart.dat,21.648,0.7852
heart.dat,21.665,0.7481
heart.dat,21.786,0.7852
heart.dat,22.442,0.8
iris.data,4.766,0.9533
iris.data,4.734,0.9667
iris.data,4.758,0.94
iris.data,4.79,0.94
iris.data,4.756,0.96
iris.data,4.833,0.9467
iris.data,4.766,0.96
iris.data,4.722,0.9667
iris.data,4.788,0.9533
iris.data,4.983,0.9533
