ionosphere.data,70.569,0.6752
ionosphere.data,69.925,0.6956
ionosphere.data,70.736,0.6836
ionosphere.data,70.113,0.6694
ionosphere.data,70.426,0.6697
ionosphere.data,70.451,0.6867
ionosphere.data,68.163,0.6869
ionosphere.data,68.522,0.6865
ionosphere.data,70.041,0.6867
ionosphere.data,69.354,0.6694
glass.data,15.074,0.6385
glass.data,14.79,0.6105
glass.data,14.783,0.6109
glass.data,14.78,0.6158
glass.data,14.952,0.6357
glass.data,14.865,0.6227
glass.data,14.94,0.641
glass.data,14.658,0.6219
glass.data,14.944,0.6212
glass.data,15.057,0.6297
breastCancer.csv,111.278,0.9643
breastCancer.csv,111.215,0.9701
breastCancer.csv,112.067,0.9613
breastCancer.csv,112.374,0.9642
breastCancer.csv,112.098,0.9655
breastCancer.csv,111.934,0.9599
breastCancer.csv,112.059,0.9685
breastCancer.csv,113.168,0.9671
breastCancer.csv,112.022,0.9585
breastCancer.csv,111.998,0.964
wine.data,12.458,0.9431
wine.data,12.486,0.9378
wine.data,12.576,0.9674
wine.data,12.391,0.9372
wine.data,12.73,0.9765
wine.data,12.765,0.944
wine.data,12.76,0.9487
wine.data,12.66,0.956
wine.data,12.553,0.965
wine.data,12.657,0.9493
sonar.all-data.txt,37.043,0.677
sonar.all-data.txt,38.376,0.6733
sonar.all-data.txt,38.24,0.6727
sonar.all-data.txt,37.624,0.6686
sonar.all-data.txt,38.567,0.615
sonar.all-data.txt,38.096,0.669
sonar.all-data.txt,38.323,0.6742
sonar.all-data.txt,38.276,0.6975
sonar.all-data.txt,37.521,0.6744
sonar.all-data.txt,37.733,0.6772
diabetes.csv,144.943,0.7317
diabetes.csv,143.411,0.7357
diabetes.csv,144.302,0.7554
diabetes.csv,144.661,0.7356
diabetes.csv,144.594,0.7356
diabetes.csv,143.673,0.7452
diabetes.csv,145.757,0.7424
diabetes.csv,145.112,0.7486
diabetes.csv,146.813,0.7383
diabetes.csv,145.531,0.745
heart.dat,23.129,0.8074
heart.dat,23.173,0.8074
heart.dat,23.021,0.8296
heart.dat,23.146,0.8074
heart.dat,23.161,0.7963
heart.dat,22.943,0.7963
heart.dat,23.314,0.8037
heart.dat,23.118,0.8259
heart.dat,23.087,0.7926
heart.dat,23.244,0.8037
iris.data,6.958,0.9467
iris.data,6.985,0.98
iris.data,6.897,0.96
iris.data,6.933,0.96
iris.data,6.816,0.96
iris.data,6.716,0.9467
iris.data,6.726,0.94
iris.data,6.917,0.9467
iris.data,6.876,0.96
iris.data,6.876,0.9533
