sonar.all-data.txt,63.251,0.7507,500,500
sonar.all-data.txt,60.903,0.735,500,500
sonar.all-data.txt,61.126,0.7694,500,500
sonar.all-data.txt,60.288,0.727,500,500
sonar.all-data.txt,61.389,0.6923,500,500
sonar.all-data.txt,60.5,0.7635,500,500
sonar.all-data.txt,61.95,0.7553,500,500
sonar.all-data.txt,61.535,0.7124,500,500
sonar.all-data.txt,60.644,0.7125,500,500
sonar.all-data.txt,61.473,0.7009,500,500
sonar.all-data.txt,118.295,0.7255,1000,500
sonar.all-data.txt,117.689,0.7508,1000,500
sonar.all-data.txt,117.749,0.7536,1000,500
sonar.all-data.txt,117.566,0.7082,1000,500
sonar.all-data.txt,117.955,0.7412,1000,500
sonar.all-data.txt,119.666,0.7432,1000,500
sonar.all-data.txt,118.719,0.7399,1000,500
sonar.all-data.txt,117.811,0.7309,1000,500
sonar.all-data.txt,118.154,0.7168,1000,500
sonar.all-data.txt,119.179,0.7301,1000,500
sonar.all-data.txt,176.229,0.7541,1500,500
sonar.all-data.txt,175.077,0.7711,1500,500
sonar.all-data.txt,175.598,0.6902,1500,500
sonar.all-data.txt,175.842,0.7361,1500,500
sonar.all-data.txt,174.606,0.736,1500,500
sonar.all-data.txt,174.961,0.7383,1500,500
sonar.all-data.txt,174.501,0.7495,1500,500
sonar.all-data.txt,175.099,0.7067,1500,500
sonar.all-data.txt,174.33,0.7026,1500,500
sonar.all-data.txt,174.491,0.7631,1500,500
sonar.all-data.txt,231.749,0.737,2000,500
sonar.all-data.txt,229.734,0.7555,2000,500
sonar.all-data.txt,231.378,0.6903,2000,500
sonar.all-data.txt,229.761,0.7217,2000,500
sonar.all-data.txt,233.435,0.7784,2000,500
sonar.all-data.txt,232.585,0.7358,2000,500
sonar.all-data.txt,231.429,0.7611,2000,500
sonar.all-data.txt,233.16,0.7047,2000,500
sonar.all-data.txt,229.894,0.7442,2000,500
sonar.all-data.txt,230.309,0.7635,2000,500
sonar.all-data.txt,122.499,0.7852,500,1000
sonar.all-data.txt,122.23,0.7708,500,1000
sonar.all-data.txt,122.356,0.7586,500,1000
sonar.all-data.txt,122.171,0.7552,500,1000
sonar.all-data.txt,123.221,0.7969,500,1000
sonar.all-data.txt,122.885,0.7751,500,1000
sonar.all-data.txt,122.591,0.7534,500,1000
sonar.all-data.txt,123.602,0.7793,500,1000
sonar.all-data.txt,122.074,0.7452,500,1000
sonar.all-data.txt,122.918,0.7842,500,1000
sonar.all-data.txt,237.776,0.7832,1000,1000
sonar.all-data.txt,236.194,0.7783,1000,1000
sonar.all-data.txt,236.63,0.7351,1000,1000
sonar.all-data.txt,234.62,0.7872,1000,1000
sonar.all-data.txt,236.278,0.7361,1000,1000
sonar.all-data.txt,240.558,0.7457,1000,1000
sonar.all-data.txt,237.075,0.7495,1000,1000
sonar.all-data.txt,238.501,0.7389,1000,1000
sonar.all-data.txt,236.751,0.7781,1000,1000
sonar.all-data.txt,237.243,0.7528,1000,1000
sonar.all-data.txt,349.704,0.7983,1500,1000
sonar.all-data.txt,350.621,0.8029,1500,1000
sonar.all-data.txt,345.759,0.7775,1500,1000
sonar.all-data.txt,351.535,0.8424,1500,1000
sonar.all-data.txt,348.705,0.7547,1500,1000
sonar.all-data.txt,345.812,0.8178,1500,1000
sonar.all-data.txt,351.479,0.7989,1500,1000
sonar.all-data.txt,350.607,0.7942,1500,1000
sonar.all-data.txt,354.158,0.7832,1500,1000
sonar.all-data.txt,348.351,0.819,1500,1000
sonar.all-data.txt,459.325,0.8131,2000,1000
sonar.all-data.txt,457.45,0.7844,2000,1000
sonar.all-data.txt,465.068,0.787,2000,1000
sonar.all-data.txt,457.622,0.7833,2000,1000
sonar.all-data.txt,459.658,0.765,2000,1000
sonar.all-data.txt,462.475,0.8006,2000,1000
sonar.all-data.txt,459.93,0.7857,2000,1000
sonar.all-data.txt,459.947,0.77,2000,1000
sonar.all-data.txt,458.14,0.7799,2000,1000
sonar.all-data.txt,459.298,0.7803,2000,1000
sonar.all-data.txt,191.4,0.7658,500,1500
sonar.all-data.txt,190.348,0.7702,500,1500
sonar.all-data.txt,191.018,0.8242,500,1500
sonar.all-data.txt,190.901,0.8107,500,1500
sonar.all-data.txt,189.262,0.8123,500,1500
sonar.all-data.txt,192.12,0.7988,500,1500
sonar.all-data.txt,190.178,0.77,500,1500
sonar.all-data.txt,190.004,0.8263,500,1500
sonar.all-data.txt,190.717,0.7936,500,1500
sonar.all-data.txt,190.921,0.817,500,1500
sonar.all-data.txt,364.596,0.8182,1000,1500
sonar.all-data.txt,366.637,0.8164,1000,1500
sonar.all-data.txt,369.765,0.837,1000,1500
sonar.all-data.txt,369.583,0.7884,1000,1500
sonar.all-data.txt,367.377,0.8135,1000,1500
sonar.all-data.txt,367.517,0.8124,1000,1500
sonar.all-data.txt,370.414,0.8316,1000,1500
sonar.all-data.txt,364.968,0.8103,1000,1500
sonar.all-data.txt,365.369,0.8214,1000,1500
sonar.all-data.txt,368.96,0.8096,1000,1500
sonar.all-data.txt,548.767,0.7929,1500,1500
sonar.all-data.txt,543.899,0.8046,1500,1500
sonar.all-data.txt,549.259,0.8034,1500,1500
sonar.all-data.txt,535.172,0.7755,1500,1500
sonar.all-data.txt,546.819,0.7839,1500,1500
sonar.all-data.txt,538.813,0.8129,1500,1500
sonar.all-data.txt,540.824,0.8288,1500,1500
sonar.all-data.txt,541.338,0.8135,1500,1500
sonar.all-data.txt,533.265,0.8358,1500,1500
sonar.all-data.txt,544.064,0.8182,1500,1500
