glass.data,19.199,0.5441,500,500
glass.data,19.066,0.5636,500,500
glass.data,15.567,0.5429,500,500
glass.data,18.963,0.5658,500,500
glass.data,21.247,0.5611,500,500
glass.data,16.072,0.5805,500,500
glass.data,18.802,0.5556,500,500
glass.data,16.317,0.5656,500,500
glass.data,17.482,0.5643,500,500
glass.data,16.21,0.5271,500,500
glass.data,35.895,0.6346,1000,500
glass.data,31.274,0.519,1000,500
glass.data,32.707,0.6113,1000,500
glass.data,30.307,0.5786,1000,500
glass.data,32.401,0.6312,1000,500
glass.data,32.147,0.5797,1000,500
glass.data,32.249,0.5656,1000,500
glass.data,31.615,0.5565,1000,500
glass.data,33.551,0.5583,1000,500
glass.data,32.435,0.56,1000,500
glass.data,50.57,0.6351,1500,500
glass.data,51.319,0.6333,1500,500
glass.data,49.058,0.6035,1500,500
glass.data,49.813,0.6262,1500,500
glass.data,52.423,0.6109,1500,500
glass.data,41.536,0.6147,1500,500
glass.data,40.962,0.6068,1500,500
glass.data,47.122,0.618,1500,500
glass.data,45.813,0.6076,1500,500
glass.data,40.097,0.6123,1500,500
glass.data,56.724,0.6258,2000,500
glass.data,57.396,0.6212,2000,500
glass.data,56.187,0.603,2000,500
glass.data,57.526,0.6105,2000,500
glass.data,53.653,0.5875,2000,500
glass.data,54.948,0.5919,2000,500
glass.data,57.419,0.6076,2000,500
glass.data,55.432,0.6091,2000,500
glass.data,57.109,0.5926,2000,500
glass.data,56.261,0.6208,2000,500
glass.data,13.484,0.5703,500,1000
glass.data,13.591,0.558,500,1000
glass.data,14.063,0.5762,500,1000
glass.data,15.32,0.5809,500,1000
glass.data,14.469,0.6108,500,1000
glass.data,13.763,0.5799,500,1000
glass.data,13.958,0.5954,500,1000
glass.data,15.597,0.6259,500,1000
glass.data,14.645,0.5978,500,1000
glass.data,15.952,0.6074,500,1000
glass.data,29.3,0.584,1000,1000
glass.data,30.161,0.6349,1000,1000
glass.data,26.023,0.6124,1000,1000
glass.data,35.743,0.5881,1000,1000
glass.data,36.02,0.6169,1000,1000
glass.data,36.409,0.5887,1000,1000
glass.data,36.568,0.5576,1000,1000
glass.data,34.254,0.5907,1000,1000
glass.data,34.117,0.5703,1000,1000
glass.data,34.928,0.5695,1000,1000
glass.data,47.227,0.6161,1500,1000
glass.data,54.656,0.5647,1500,1000
glass.data,51.896,0.5741,1500,1000
glass.data,53.497,0.5831,1500,1000
glass.data,52.457,0.626,1500,1000
glass.data,57.534,0.6212,1500,1000
glass.data,52.768,0.5803,1500,1000
glass.data,50.368,0.578,1500,1000
glass.data,48.733,0.6074,1500,1000
glass.data,49.616,0.578,1500,1000
glass.data,69.162,0.6024,2000,1000
glass.data,63.805,0.5644,2000,1000
glass.data,69.719,0.6219,2000,1000
glass.data,66.333,0.5609,2000,1000
glass.data,67.829,0.5833,2000,1000
glass.data,66.15,0.6212,2000,1000
glass.data,69.361,0.5515,2000,1000
glass.data,66.701,0.6686,2000,1000
glass.data,68.581,0.6119,2000,1000
glass.data,69.733,0.6452,2000,1000
glass.data,16.953,0.5517,500,1500
glass.data,16.923,0.5509,500,1500
