ionosphere.data,70.731,0.7036
ionosphere.data,72.773,0.6867
ionosphere.data,73.632,0.6697
ionosphere.data,75.12,0.6809
ionosphere.data,74.54,0.6752
ionosphere.data,72.957,0.6811
ionosphere.data,72.642,0.6811
ionosphere.data,74.478,0.6752
ionosphere.data,73.887,0.6665
ionosphere.data,74.287,0.6639
glass.data,15.342,0.6593
glass.data,15.507,0.6587
glass.data,15.304,0.6255
glass.data,15.366,0.6375
glass.data,15.202,0.6133
glass.data,15.637,0.6139
glass.data,15.237,0.6453
glass.data,15.401,0.6505
glass.data,15.321,0.6486
glass.data,15.427,0.6076
breastCancer.csv,114.257,0.9671
breastCancer.csv,115.282,0.9685
breastCancer.csv,113.851,0.9684
breastCancer.csv,112.984,0.9643
breastCancer.csv,113.889,0.9642
breastCancer.csv,114.156,0.9686
breastCancer.csv,114.795,0.9643
breastCancer.csv,113.745,0.9699
breastCancer.csv,113.611,0.96
breastCancer.csv,113.341,0.9714
wine.data,13.063,0.9557
wine.data,13.064,0.949
wine.data,13.08,0.9722
wine.data,12.991,0.9323
wine.data,13.183,0.9388
wine.data,13.078,0.943
wine.data,12.968,0.9513
wine.data,13.008,0.9428
wine.data,13.002,0.9505
wine.data,13.016,0.948
sonar.all-data.txt,38.622,0.6418
sonar.all-data.txt,39.141,0.6546
sonar.all-data.txt,37.984,0.6513
sonar.all-data.txt,38.709,0.6634
sonar.all-data.txt,38.42,0.6213
sonar.all-data.txt,38.906,0.6834
sonar.all-data.txt,38.769,0.6258
sonar.all-data.txt,37.896,0.6679
sonar.all-data.txt,38.636,0.6884
sonar.all-data.txt,38.208,0.6744
diabetes.csv,146.412,0.7305
diabetes.csv,147.542,0.7395
diabetes.csv,148.503,0.7447
diabetes.csv,146.841,0.7514
diabetes.csv,147.346,0.7461
diabetes.csv,146.911,0.7344
diabetes.csv,148.289,0.7471
diabetes.csv,148.174,0.7397
diabetes.csv,147.767,0.7485
diabetes.csv,146.865,0.7265
heart.dat,24.44,0.7778
heart.dat,24.525,0.8111
heart.dat,24.362,0.8
heart.dat,24.731,0.7963
heart.dat,24.59,0.8037
heart.dat,24.466,0.8296
heart.dat,24.214,0.8222
heart.dat,24.558,0.8074
heart.dat,24.298,0.7926
heart.dat,24.242,0.7963
iris.data,7.315,0.9467
iris.data,7.18,0.9533
iris.data,7.161,0.94
iris.data,7.325,0.96
iris.data,7.363,0.96
iris.data,7.233,0.9467
iris.data,7.233,0.9467
iris.data,7.402,0.9467
iris.data,7.367,0.9533
iris.data,7.23,0.94
