ionosphere.data,67.196,0.6811
ionosphere.data,68.74,0.6752
ionosphere.data,69.263,0.6779
ionosphere.data,66.059,0.704
ionosphere.data,67.11,0.6929
ionosphere.data,68.884,0.6839
ionosphere.data,68.891,0.6837
ionosphere.data,68.028,0.7037
ionosphere.data,65.22,0.7013
ionosphere.data,66.084,0.7147
glass.data,14.284,0.6335
glass.data,14.253,0.6567
glass.data,14.526,0.6537
glass.data,14.408,0.6632
glass.data,14.13,0.6539
glass.data,14.245,0.6201
glass.data,14.172,0.6395
glass.data,14.269,0.6351
glass.data,14.51,0.6533
glass.data,14.541,0.6634
breastCancer.csv,110.41,0.9601
breastCancer.csv,109.7,0.9685
breastCancer.csv,109.233,0.9672
breastCancer.csv,108.537,0.9642
breastCancer.csv,109.403,0.9685
breastCancer.csv,108.219,0.9628
breastCancer.csv,109.611,0.9673
breastCancer.csv,108.883,0.9699
breastCancer.csv,108.707,0.967
breastCancer.csv,108.579,0.9641
wine.data,11.961,0.9437
wine.data,11.963,0.948
wine.data,12.063,0.9372
wine.data,11.927,0.9775
wine.data,11.913,0.9663
wine.data,11.888,0.9614
wine.data,11.981,0.9493
wine.data,11.989,0.9558
wine.data,11.976,0.9656
wine.data,12.044,0.956
sonar.all-data.txt,35.491,0.7159
sonar.all-data.txt,35.852,0.6915
sonar.all-data.txt,36.181,0.6376
sonar.all-data.txt,35.561,0.6861
sonar.all-data.txt,35.169,0.6546
sonar.all-data.txt,36.681,0.6458
sonar.all-data.txt,36.747,0.6489
sonar.all-data.txt,35.296,0.6289
sonar.all-data.txt,36.09,0.6057
sonar.all-data.txt,36.074,0.6402
diabetes.csv,141.328,0.7463
diabetes.csv,141.425,0.7435
diabetes.csv,141.163,0.7345
diabetes.csv,140.326,0.745
diabetes.csv,140.392,0.7459
diabetes.csv,141.259,0.7305
diabetes.csv,141.908,0.7435
diabetes.csv,140.528,0.7354
diabetes.csv,141.08,0.741
diabetes.csv,140.742,0.7439
heart.dat,22.452,0.8074
heart.dat,22.218,0.8259
heart.dat,22.372,0.8111
heart.dat,22.089,0.8148
heart.dat,22.434,0.8
heart.dat,22.255,0.7852
heart.dat,22.195,0.8185
heart.dat,22.295,0.8185
heart.dat,22.12,0.7926
heart.dat,22.186,0.8185
iris.data,6.453,0.96
iris.data,6.454,0.9467
iris.data,6.471,0.96
iris.data,6.386,0.9667
iris.data,6.477,0.94
iris.data,6.366,0.9533
iris.data,6.502,0.9667
iris.data,6.468,0.96
iris.data,6.384,0.94
iris.data,6.449,0.9667
