ionosphere.data,85.604,0.7783
ionosphere.data,87.418,0.778
ionosphere.data,91.936,0.7836
ionosphere.data,93.114,0.7691
ionosphere.data,90.088,0.7748
ionosphere.data,94.226,0.7663
ionosphere.data,94.496,0.7635
ionosphere.data,88.989,0.7633
ionosphere.data,93.742,0.7551
ionosphere.data,89.747,0.7553
glass.data,17.11,0.6069
glass.data,17.039,0.5738
glass.data,17.379,0.5715
glass.data,17.268,0.6126
glass.data,17.251,0.5703
glass.data,17.147,0.5929
glass.data,17.296,0.5883
glass.data,17.118,0.5684
glass.data,16.963,0.6029
glass.data,17.242,0.5517
breastCancer.csv,235.012,0.9586
breastCancer.csv,207.362,0.9615
breastCancer.csv,180.493,0.9556
breastCancer.csv,192.134,0.9613
breastCancer.csv,219.887,0.9585
breastCancer.csv,197.299,0.9642
breastCancer.csv,193.248,0.9644
breastCancer.csv,208.106,0.9656
breastCancer.csv,212.932,0.9642
breastCancer.csv,172.735,0.9642
wine.data,12.466,0.9733
wine.data,12.471,0.9552
wine.data,12.218,0.9545
wine.data,12.24,0.9434
wine.data,12.302,0.9555
wine.data,12.18,0.9672
wine.data,12.168,0.9666
wine.data,12.051,0.9663
wine.data,12.176,0.9551
wine.data,12.229,0.9781
bupa.data,26.961,0.6033
bupa.data,27.476,0.6176
bupa.data,27.068,0.5911
bupa.data,27.43,0.6287
bupa.data,27.031,0.6155
bupa.data,26.84,0.5914
bupa.data,27.001,0.6145
bupa.data,27.486,0.64
bupa.data,27.04,0.6263
bupa.data,27.183,0.6094
sonar.all-data.txt,37.731,0.6829
sonar.all-data.txt,38.162,0.6873
sonar.all-data.txt,38.904,0.683
sonar.all-data.txt,38.3,0.6547
sonar.all-data.txt,38.169,0.6711
sonar.all-data.txt,38.076,0.7014
sonar.all-data.txt,38.609,0.7255
sonar.all-data.txt,37.774,0.6928
sonar.all-data.txt,37.721,0.6692
sonar.all-data.txt,38.215,0.6211
diabetes.csv,140.139,0.7435
diabetes.csv,138.951,0.7449
diabetes.csv,140.264,0.7515
diabetes.csv,139.345,0.7382
diabetes.csv,139.993,0.7475
diabetes.csv,139.122,0.755
diabetes.csv,137.468,0.7487
diabetes.csv,139.382,0.7371
diabetes.csv,140.816,0.7475
diabetes.csv,138.933,0.7438
heart.dat,24.359,0.8185
heart.dat,24.193,0.8407
heart.dat,24.53,0.8111
heart.dat,24.395,0.8
heart.dat,24.32,0.8296
heart.dat,24.172,0.8037
heart.dat,24.577,0.8259
heart.dat,24.54,0.8185
heart.dat,24.407,0.8037
heart.dat,24.519,0.8074
iris.data,7.438,0.9333
iris.data,7.421,0.9333
iris.data,7.435,0.96
iris.data,7.455,0.9667
iris.data,7.472,0.94
iris.data,7.319,0.9467
iris.data,7.391,0.9533
iris.data,7.33,0.9533
iris.data,7.48,0.92
iris.data,7.562,0.9533
